time,input,algorithm,implementation,language,dummy
0.002869,44000,linear_search,iterative,Python,40762
0.002818,44000,linear_search,iterative,Python,-1
0.002943,44000,linear_search,iterative,Python,43332
0.002832,44000,linear_search,iterative,Python,-1
0.000928,45000,linear_search,iterative,Python,13260
0.002905,45000,linear_search,iterative,Python,-1
0.002934,45000,linear_search,iterative,Python,42241
0.002572,45000,linear_search,iterative,Python,39154
0.002054,45000,linear_search,iterative,Python,29968
0.000359,45000,linear_search,iterative,Python,5332
0.000413,45000,linear_search,iterative,Python,5953
0.001040,45000,linear_search,iterative,Python,15225
0.001008,45000,linear_search,iterative,Python,14479
0.000597,45000,linear_search,iterative,Python,8834
0.003007,46000,linear_search,iterative,Python,-1
0.001626,46000,linear_search,iterative,Python,23931
0.003018,46000,linear_search,iterative,Python,-1
0.000264,46000,linear_search,iterative,Python,3839
0.002292,46000,linear_search,iterative,Python,34079
0.000536,46000,linear_search,iterative,Python,7320
0.003016,46000,linear_search,iterative,Python,-1
0.002541,46000,linear_search,iterative,Python,37159
0.002980,46000,linear_search,iterative,Python,-1
0.002528,46000,linear_search,iterative,Python,38425
0.001324,47000,linear_search,iterative,Python,19131
0.003115,47000,linear_search,iterative,Python,45762
0.003075,47000,linear_search,iterative,Python,-1
0.003028,47000,linear_search,iterative,Python,-1
0.002188,47000,linear_search,iterative,Python,32158
0.002970,47000,linear_search,iterative,Python,-1
0.002561,47000,linear_search,iterative,Python,37562
0.001759,47000,linear_search,iterative,Python,26245
0.000768,47000,linear_search,iterative,Python,10933
0.003246,47000,linear_search,iterative,Python,-1
0.003154,48000,linear_search,iterative,Python,-1
0.002307,48000,linear_search,iterative,Python,34489
0.001039,48000,linear_search,iterative,Python,15041
0.003077,48000,linear_search,iterative,Python,-1
0.003132,48000,linear_search,iterative,Python,-1
0.001569,48000,linear_search,iterative,Python,23645
0.001762,48000,linear_search,iterative,Python,26002
0.003060,48000,linear_search,iterative,Python,-1
0.003156,48000,linear_search,iterative,Python,-1
0.002713,48000,linear_search,iterative,Python,38113
0.001728,49000,linear_search,iterative,Python,25263
0.003139,49000,linear_search,iterative,Python,-1
0.001458,49000,linear_search,iterative,Python,21511
0.003110,49000,linear_search,iterative,Python,-1
0.003227,49000,linear_search,iterative,Python,-1
0.003138,49000,linear_search,iterative,Python,-1
0.001254,49000,linear_search,iterative,Python,18089
0.003092,49000,linear_search,iterative,Python,-1
0.003236,49000,linear_search,iterative,Python,-1
0.003129,49000,linear_search,iterative,Python,-1
