time,input,algorithm,implementation,language,dummy
26.123862,23000,insertion_sort,iterative,Python,0
23.010672,23000,insertion_sort,iterative,Python,0
26.467102,23000,insertion_sort,iterative,Python,0
27.403289,23000,insertion_sort,iterative,Python,0
22.705297,23000,insertion_sort,iterative,Python,0
27.259534,23000,insertion_sort,iterative,Python,0
26.266451,23000,insertion_sort,iterative,Python,0
26.970381,23000,insertion_sort,iterative,Python,0
25.155338,23000,insertion_sort,iterative,Python,0
28.256494,23000,insertion_sort,iterative,Python,0
24.800031,24000,insertion_sort,iterative,Python,0
24.961226,24000,insertion_sort,iterative,Python,0
26.303288,24000,insertion_sort,iterative,Python,0
28.741893,24000,insertion_sort,iterative,Python,0
25.975978,24000,insertion_sort,iterative,Python,0
25.588053,24000,insertion_sort,iterative,Python,0
25.794179,24000,insertion_sort,iterative,Python,0
25.475387,24000,insertion_sort,iterative,Python,0
28.645800,24000,insertion_sort,iterative,Python,0
26.255915,24000,insertion_sort,iterative,Python,0
26.967555,25000,insertion_sort,iterative,Python,0
33.063572,25000,insertion_sort,iterative,Python,0
28.133216,25000,insertion_sort,iterative,Python,0
29.656816,25000,insertion_sort,iterative,Python,0
27.687296,25000,insertion_sort,iterative,Python,0
28.732102,25000,insertion_sort,iterative,Python,0
28.494849,25000,insertion_sort,iterative,Python,0
29.806152,25000,insertion_sort,iterative,Python,0
27.088005,25000,insertion_sort,iterative,Python,0
32.439797,25000,insertion_sort,iterative,Python,0
30.116117,26000,insertion_sort,iterative,Python,0
32.832150,26000,insertion_sort,iterative,Python,0
29.138664,26000,insertion_sort,iterative,Python,0
32.894239,26000,insertion_sort,iterative,Python,0
29.305197,26000,insertion_sort,iterative,Python,0
34.022338,26000,insertion_sort,iterative,Python,0
29.088045,26000,insertion_sort,iterative,Python,0
32.089433,26000,insertion_sort,iterative,Python,0
29.905968,26000,insertion_sort,iterative,Python,0
35.465915,26000,insertion_sort,iterative,Python,0
32.694064,27000,insertion_sort,iterative,Python,0
39.347655,27000,insertion_sort,iterative,Python,0
31.336889,27000,insertion_sort,iterative,Python,0
31.705862,27000,insertion_sort,iterative,Python,0
32.731571,27000,insertion_sort,iterative,Python,0
36.887548,27000,insertion_sort,iterative,Python,0
32.253119,27000,insertion_sort,iterative,Python,0
31.384307,27000,insertion_sort,iterative,Python,0
32.267434,27000,insertion_sort,iterative,Python,0
31.574000,27000,insertion_sort,iterative,Python,0
33.896543,28000,insertion_sort,iterative,Python,0
36.582136,28000,insertion_sort,iterative,Python,0
35.123038,28000,insertion_sort,iterative,Python,0
35.421978,28000,insertion_sort,iterative,Python,0
34.013722,28000,insertion_sort,iterative,Python,0
36.749861,28000,insertion_sort,iterative,Python,0
34.141100,28000,insertion_sort,iterative,Python,0
34.002313,28000,insertion_sort,iterative,Python,0
33.960415,28000,insertion_sort,iterative,Python,0
34.270801,28000,insertion_sort,iterative,Python,0
36.597760,29000,insertion_sort,iterative,Python,0
37.519512,29000,insertion_sort,iterative,Python,0
36.638868,29000,insertion_sort,iterative,Python,0
36.254941,29000,insertion_sort,iterative,Python,0
37.417067,29000,insertion_sort,iterative,Python,0
40.858673,29000,insertion_sort,iterative,Python,0
42.140467,29000,insertion_sort,iterative,Python,0
36.408075,29000,insertion_sort,iterative,Python,0
36.451282,29000,insertion_sort,iterative,Python,0
43.400975,29000,insertion_sort,iterative,Python,0
38.808235,30000,insertion_sort,iterative,Python,0
45.379207,30000,insertion_sort,iterative,Python,0
39.077645,30000,insertion_sort,iterative,Python,0
39.080604,30000,insertion_sort,iterative,Python,0
40.047635,30000,insertion_sort,iterative,Python,0
39.959278,30000,insertion_sort,iterative,Python,0
39.852093,30000,insertion_sort,iterative,Python,0
39.058604,30000,insertion_sort,iterative,Python,0
41.509837,30000,insertion_sort,iterative,Python,0
40.969766,30000,insertion_sort,iterative,Python,0
43.049077,31000,insertion_sort,iterative,Python,0
42.176148,31000,insertion_sort,iterative,Python,0
48.345433,31000,insertion_sort,iterative,Python,0
48.560947,31000,insertion_sort,iterative,Python,0
42.653303,31000,insertion_sort,iterative,Python,0
45.140908,31000,insertion_sort,iterative,Python,0
43.017402,31000,insertion_sort,iterative,Python,0
45.018585,31000,insertion_sort,iterative,Python,0
45.123147,31000,insertion_sort,iterative,Python,0
41.591431,31000,insertion_sort,iterative,Python,0
44.429746,32000,insertion_sort,iterative,Python,0
49.938428,32000,insertion_sort,iterative,Python,0
44.461407,32000,insertion_sort,iterative,Python,0
48.908013,32000,insertion_sort,iterative,Python,0
44.764546,32000,insertion_sort,iterative,Python,0
44.284095,32000,insertion_sort,iterative,Python,0
45.396314,32000,insertion_sort,iterative,Python,0
46.831357,32000,insertion_sort,iterative,Python,0
46.263665,32000,insertion_sort,iterative,Python,0
46.882930,32000,insertion_sort,iterative,Python,0
57.202268,33000,insertion_sort,iterative,Python,0
47.297789,33000,insertion_sort,iterative,Python,0
48.903283,33000,insertion_sort,iterative,Python,0
54.712591,33000,insertion_sort,iterative,Python,0
49.616794,33000,insertion_sort,iterative,Python,0
48.986149,33000,insertion_sort,iterative,Python,0
47.479878,33000,insertion_sort,iterative,Python,0
50.230236,33000,insertion_sort,iterative,Python,0
53.555399,33000,insertion_sort,iterative,Python,0
51.872193,33000,insertion_sort,iterative,Python,0
51.568456,34000,insertion_sort,iterative,Python,0
50.203622,34000,insertion_sort,iterative,Python,0
58.100586,34000,insertion_sort,iterative,Python,0
50.420573,34000,insertion_sort,iterative,Python,0
50.432327,34000,insertion_sort,iterative,Python,0
52.886739,34000,insertion_sort,iterative,Python,0
58.432492,34000,insertion_sort,iterative,Python,0
55.234277,34000,insertion_sort,iterative,Python,0
58.163473,34000,insertion_sort,iterative,Python,0
50.248085,34000,insertion_sort,iterative,Python,0
58.552617,35000,insertion_sort,iterative,Python,0
54.768595,35000,insertion_sort,iterative,Python,0
57.473044,35000,insertion_sort,iterative,Python,0
59.446396,35000,insertion_sort,iterative,Python,0
61.930319,35000,insertion_sort,iterative,Python,0
63.575144,35000,insertion_sort,iterative,Python,0
55.989820,35000,insertion_sort,iterative,Python,0
54.658813,35000,insertion_sort,iterative,Python,0
53.426601,35000,insertion_sort,iterative,Python,0
60.978850,35000,insertion_sort,iterative,Python,0
62.069029,36000,insertion_sort,iterative,Python,0
64.605598,36000,insertion_sort,iterative,Python,0
69.905137,36000,insertion_sort,iterative,Python,0
70.178196,36000,insertion_sort,iterative,Python,0
58.427027,36000,insertion_sort,iterative,Python,0
56.206439,36000,insertion_sort,iterative,Python,0
60.599482,36000,insertion_sort,iterative,Python,0
60.712924,36000,insertion_sort,iterative,Python,0
61.898491,36000,insertion_sort,iterative,Python,0
63.134424,36000,insertion_sort,iterative,Python,0
59.447539,37000,insertion_sort,iterative,Python,0
62.297800,37000,insertion_sort,iterative,Python,0
59.383489,37000,insertion_sort,iterative,Python,0
66.917264,37000,insertion_sort,iterative,Python,0
66.361063,37000,insertion_sort,iterative,Python,0
66.112192,37000,insertion_sort,iterative,Python,0
59.947845,37000,insertion_sort,iterative,Python,0
70.647839,37000,insertion_sort,iterative,Python,0
59.791987,37000,insertion_sort,iterative,Python,0
61.252570,37000,insertion_sort,iterative,Python,0
62.383163,38000,insertion_sort,iterative,Python,0
65.881490,38000,insertion_sort,iterative,Python,0
69.390076,38000,insertion_sort,iterative,Python,0
64.698614,38000,insertion_sort,iterative,Python,0
66.859585,38000,insertion_sort,iterative,Python,0
64.828788,38000,insertion_sort,iterative,Python,0
70.946615,38000,insertion_sort,iterative,Python,0
66.081080,38000,insertion_sort,iterative,Python,0
72.875351,38000,insertion_sort,iterative,Python,0
65.222557,38000,insertion_sort,iterative,Python,0
73.714779,39000,insertion_sort,iterative,Python,0
72.429326,39000,insertion_sort,iterative,Python,0
76.835281,39000,insertion_sort,iterative,Python,0
68.095774,39000,insertion_sort,iterative,Python,0
66.445119,39000,insertion_sort,iterative,Python,0
66.336717,39000,insertion_sort,iterative,Python,0
67.785540,39000,insertion_sort,iterative,Python,0
69.389192,39000,insertion_sort,iterative,Python,0
76.129993,39000,insertion_sort,iterative,Python,0
67.548948,39000,insertion_sort,iterative,Python,0
71.724443,40000,insertion_sort,iterative,Python,0
71.609043,40000,insertion_sort,iterative,Python,0
77.324295,40000,insertion_sort,iterative,Python,0
69.659467,40000,insertion_sort,iterative,Python,0
83.290300,40000,insertion_sort,iterative,Python,0
73.057167,40000,insertion_sort,iterative,Python,0
76.370691,40000,insertion_sort,iterative,Python,0
86.276691,40000,insertion_sort,iterative,Python,0
69.847784,40000,insertion_sort,iterative,Python,0
84.673534,40000,insertion_sort,iterative,Python,0
73.287599,41000,insertion_sort,iterative,Python,0
79.042232,41000,insertion_sort,iterative,Python,0
73.354125,41000,insertion_sort,iterative,Python,0
84.560389,41000,insertion_sort,iterative,Python,0
74.656826,41000,insertion_sort,iterative,Python,0
74.683147,41000,insertion_sort,iterative,Python,0
75.738719,41000,insertion_sort,iterative,Python,0
78.527421,41000,insertion_sort,iterative,Python,0
91.382098,41000,insertion_sort,iterative,Python,0
87.666393,41000,insertion_sort,iterative,Python,0
84.548427,42000,insertion_sort,iterative,Python,0
95.829326,42000,insertion_sort,iterative,Python,0
81.535739,42000,insertion_sort,iterative,Python,0
95.491005,42000,insertion_sort,iterative,Python,0
87.694320,42000,insertion_sort,iterative,Python,0
98.165959,42000,insertion_sort,iterative,Python,0
82.465047,42000,insertion_sort,iterative,Python,0
82.289285,42000,insertion_sort,iterative,Python,0
79.134567,42000,insertion_sort,iterative,Python,0
85.559552,42000,insertion_sort,iterative,Python,0
80.686848,43000,insertion_sort,iterative,Python,0
97.450892,43000,insertion_sort,iterative,Python,0
88.744251,43000,insertion_sort,iterative,Python,0
102.374860,43000,insertion_sort,iterative,Python,0
90.338275,43000,insertion_sort,iterative,Python,0
99.410730,43000,insertion_sort,iterative,Python,0
90.464986,43000,insertion_sort,iterative,Python,0
89.653006,43000,insertion_sort,iterative,Python,0
85.524287,43000,insertion_sort,iterative,Python,0
89.780683,43000,insertion_sort,iterative,Python,0
93.156580,44000,insertion_sort,iterative,Python,0
84.671397,44000,insertion_sort,iterative,Python,0
92.171306,44000,insertion_sort,iterative,Python,0
93.452041,44000,insertion_sort,iterative,Python,0
87.312201,44000,insertion_sort,iterative,Python,0
100.542712,44000,insertion_sort,iterative,Python,0
94.893299,44000,insertion_sort,iterative,Python,0
95.618875,44000,insertion_sort,iterative,Python,0
86.691765,44000,insertion_sort,iterative,Python,0
90.084990,44000,insertion_sort,iterative,Python,0
105.285633,45000,insertion_sort,iterative,Python,0
88.641148,45000,insertion_sort,iterative,Python,0
90.444340,45000,insertion_sort,iterative,Python,0
94.555670,45000,insertion_sort,iterative,Python,0
98.535067,45000,insertion_sort,iterative,Python,0
91.072552,45000,insertion_sort,iterative,Python,0
88.563095,45000,insertion_sort,iterative,Python,0
91.695338,45000,insertion_sort,iterative,Python,0
90.609991,45000,insertion_sort,iterative,Python,0
102.173039,45000,insertion_sort,iterative,Python,0
95.235714,46000,insertion_sort,iterative,Python,0
99.282141,46000,insertion_sort,iterative,Python,0
96.728608,46000,insertion_sort,iterative,Python,0
94.909573,46000,insertion_sort,iterative,Python,0
92.015340,46000,insertion_sort,iterative,Python,0
95.798423,46000,insertion_sort,iterative,Python,0
111.148718,46000,insertion_sort,iterative,Python,0
106.966310,46000,insertion_sort,iterative,Python,0
96.394810,46000,insertion_sort,iterative,Python,0
92.080520,46000,insertion_sort,iterative,Python,0
103.606446,47000,insertion_sort,iterative,Python,0
95.939367,47000,insertion_sort,iterative,Python,0
98.818154,47000,insertion_sort,iterative,Python,0
106.621553,47000,insertion_sort,iterative,Python,0
113.240345,47000,insertion_sort,iterative,Python,0
101.027583,47000,insertion_sort,iterative,Python,0
99.182315,47000,insertion_sort,iterative,Python,0
107.823959,47000,insertion_sort,iterative,Python,0
104.799664,47000,insertion_sort,iterative,Python,0
100.420335,47000,insertion_sort,iterative,Python,0
109.704933,48000,insertion_sort,iterative,Python,0
108.535927,48000,insertion_sort,iterative,Python,0
101.608851,48000,insertion_sort,iterative,Python,0
100.943617,48000,insertion_sort,iterative,Python,0
121.031828,48000,insertion_sort,iterative,Python,0
100.298757,48000,insertion_sort,iterative,Python,0
108.225261,48000,insertion_sort,iterative,Python,0
108.720997,48000,insertion_sort,iterative,Python,0
117.819677,48000,insertion_sort,iterative,Python,0
100.835445,48000,insertion_sort,iterative,Python,0
122.518108,49000,insertion_sort,iterative,Python,0
104.427881,49000,insertion_sort,iterative,Python,0
108.194864,49000,insertion_sort,iterative,Python,0
117.712741,49000,insertion_sort,iterative,Python,0
110.205712,49000,insertion_sort,iterative,Python,0
125.843458,49000,insertion_sort,iterative,Python,0
104.192441,49000,insertion_sort,iterative,Python,0
104.583631,49000,insertion_sort,iterative,Python,0
105.059793,49000,insertion_sort,iterative,Python,0
113.140171,49000,insertion_sort,iterative,Python,0
